SpecificEnergy,SEIGrouth,TempIncrease,Price,UpperViolation,LowerViolation,SimTime,Failure,C,la,lp,lo,ln,lz,Lh,Rc,Rp,Rn,ve_p,ve_o,ve_n,mat,Ns,Np
0.0,nan,0.0,51.161714778461175,190.9853825586691,-195.7853825586691,24.84529032499995,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,58,1
0.0,nan,0.0,1023.2342955692235,190.9853825586691,-195.7853825586691,25.642031631003192,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,58,20
0.0,nan,0.0,1995.3068763599858,190.9853825586691,-195.7853825586691,25.660861470998498,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,58,39
13.248543401107334,2.007440694283163e-15,0.06372003078212174,2967.3794571507483,149.0080831433233,-153.8080831433233,25.406478992998018,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,58,58
10.552843605442979,2.0003398198787897e-15,0.044126495950592926,3939.4520379415103,160.22435580856367,-165.02435580856368,25.494333702001313,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,58,77
8.639098406689683,2.0435764411663287e-15,0.055335598511391026,4911.524618732273,164.4441737358265,-169.2441737358265,24.709227471001213,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,58,96
0.0,nan,0.0,67.92158686106053,270.0599044313366,-274.85990443133664,25.93066648599779,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,77,1
0.0,nan,0.0,1358.4317372212106,270.0599044313366,-274.85990443133664,25.100073014000372,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,77,20
0.0,nan,0.0,2648.9418875813603,270.0599044313366,-274.85990443133664,25.522479609993752,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,77,39
13.248543401107334,2.007440694283163e-15,0.06372003078212174,3939.4520379415103,214.33142072475678,-219.1314207247568,25.481130776999635,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,77,58
10.552843605442979,2.0003398198787897e-15,0.044126495950592926,5229.962188301661,229.22198960792073,-234.02198960792074,26.408183247003763,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,77,77
8.639098406689683,2.0435764411663287e-15,0.055335598511391026,6520.472338661811,234.8241616837697,-239.6241616837697,25.09980616699613,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,77,96
0.0,nan,0.0,84.68145894365988,349.134426304004,-353.9344263040041,25.26763321400358,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,96,1
0.0,nan,0.0,1693.6291788731976,349.134426304004,-353.9344263040041,25.001533823997306,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,96,20
0.0,nan,0.0,3302.5768988027353,349.134426304004,-353.9344263040041,25.084755561998463,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,96,39
13.248543401107334,2.007440694283163e-15,0.06372003078212174,4911.524618732273,279.6547583061903,-284.45475830619023,26.83905858700018,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,96,58
10.552843605442979,2.0003398198787897e-15,0.044126495950592926,6520.472338661811,298.2196234072778,-303.0196234072778,26.385310814002878,True,0.2,1.2e-05,4e-05,1e-05,4e-05,1.2e-05,0.04,0.004,5e-07,1e-06,0.1,0.6,0.1,LCO,96,77
